id	rate
35005	30319
35006	25965
35007	34359
35009	39844
35011	37454
35013	29963
35015	41539
35017	32854
35019	26426
35021	48067
35023	32425
35025	37898
35027	32309
35028	60719
35029	29338
35031	24079
35033	27908
35035	30154
35037	33385
35039	28888
35041	32595
35043	32931
35045	31373
35047	31366
35049	43325
35051	32974
35053	30462
35055	31119
35057	30439
35059	25986
35061	28921
36000	51126
36001	48284
36003	28206
36005	31788
36007	35963
36009	34696
36011	34061
36013	31664
36015	35517
36017	33838
36019	34029
36021	42007
36023	31972
36025	32373
36027	45521
36029	41245
36031	34381
36033	29794
36035	35529
36037	33826
36039	36848
36041	41750
36043	33060
36045	45418
36047	39351
36049	32809
36051	32361
36053	33663
36055	43894
36057	32882
36059	67776
36061	121301
36063	35345
36065	36049
36067	41389
36069	41834
36071	40066
36073	29691
36075	31275
36077	33414
36079	53781
36081	42017
36083	39716
36085	48486
36087	53787
36089	29256
36091	46637
36093	43348
36095	35530
36097	35317
36099	33783
36101	37278
36103	52350
36105	37457
36107	36097
36109	36263
36111	39589
36113	40649
36115	33639
36117	35832
36119	75855
36121	31359
36123	32110
37000	36028
37001	31363
37003	30499
37005	31158
37007	24417
37009	28431
37011	28939
37013	32737
37015	29262
37017	29135
37019	33375
37021	34467
37023	30084
37025	35561
37027	27261
37029	37353
37031	39174
37033	31326
37035	33320
37037	48191
37039	25751
37041	32765
37043	27642
37045	31046
37047	28491
37049	36610
37051	44678
37053	39949
37055	38633
37057	33121
37059	35863
37061	28142
37063	38654
37065	27218
37067	38003
37069	29670
37071	33275
37073	27020
37075	25099
37077	28605
37079	26317
37081	37990
37083	29674
37085	29247
37087	31496
37089	35853
37091	27208
37093	33868
37095	29572
37097	33556
37099	28218
37101	34149
37103	34983
37105	32815
37107	32022
37109	34275
37111	26114
37113	30248
37115	28579
37117	30613
37119	45610
37121	27345
37123	28145
37125	38477
37127	33807
37129	36108
37131	29282
37133	46163
37135	48683
37137	36883
37139	28673
37141	30907
37143	30207
37145	29386
37147	32841
37149	37190
37151	29385
37153	27560
37155	24834
37157	30868
37159	29792
37161	25640
37163	29426
37165	28364
37167	30227
37169	30062
37171	29962
37173	28132
37175	30703
37177	25193
37179	35552
37181	29621
37183	42555
37185	24921
37187	29830
37189	29648
37191	31245
37193	31575
37195	33170
37197	30142
37199	26404
38000	47236
38001	49254
38003	48021
38005	41871
38007	76798
38009	44061
38011	56727
38013	45780
38015	43731
38017	45602
38019	71812
38021	60747
38023	39000
38025	60987
38027	43729
38029	55728
38031	48799
38033	26292
38035	39646
38037	59324
38039	47530
38041	48181
38043	45267
38045	74875
38047	60819
38049	35784
38051	54392
38053	63961
38055	49538
38057	45907
38059	38680
38061	63207
38063	60893
38065	56062
38067	54451
38069	45351
38071	46193
38073	45557
38075	45209
38077	46527
38079	29462
38081	57283
38083	60644
38085	26787
38087	55670
38089	54750
38091	61834
38093	43271
38095	61108
38097	46310
38099	43699
38101	45976
38103	59198
38105	81170
39000	37836
39001	26909
39003	31750
39005	29422
39007	31339
39009	27296
39011	38647
39013	31286
39015	30492
39017	36590
39019	27044
39021	31300
39023	34777
39025	36038
39027	32027
39029	30590
39031	29730
39033	31286
39035	43735
39037	34325
39039	33323
39041	58470
39043	38161
39045	33569
39047	34264
39049	39646
39051	35211
39053	31680
39055	51165
39057	37842
39059	29955
39061	46881
39063	39523
39065	29271
39067	28485
39069	35491
39071	27630
39073	28208
39075	27523
39077	31612
39079	28212
39081	31742
39083	31917
39085	40351
39087	30595
39089	37491
39091	34452
39093	36283
39095	35900
39097	35311
39099	35012
39101	32179
39103	40843
39105	25404
39107	37992
39109	37021
39111	30270
39113	37684
39115	24460
39117	30646
39119	31140
39121	20686
39123	39553
39125	32059
39127	25573
39129	32617
39131	29322
39133	36260
39135	33188
39137	36656
39139	30714
39141	30110
39143	33170
39145	28888
39147	31506
39149	33980
39151	35330
39153	41135
39155	31826
39157	30337
39159	35851
39161	36207
39163	25029
39165	42818
39167	33785
39169	30765
39171	33278
39173	37190
39175	33865
40000	37679
40001	22364
40003	31281
40005	26926
40007	39679
40009	36616
40011	31914
40013	28891
40015	27785
40017	39501
40019	37462
40021	29135
40023	28261
40025	40446
40027	36275
40029	27568
40031	36985
40033	35436
40035	30870
40037	32787
40039	36300
40041	30595
40043	38370
40045	40112
40047	39803
40049	34929
40051	30979
40053	38867
40055	27442
40057	29627
40059	32965
40061	30752
40063	27480
40065	32331
40067	27564
40069	27730
40071	35894
40073	38596
40075	29867
40077	32434
40079	27423
40081	29695
40083	38467
40085	39308
40087	43239
40089	28209
40091	29949
40093	37922
40095	27278
40097	28643
40099	35796
40101	31639
40103	30858
40105	29210
40107	23822
40109	42480
40111	29574
40113	35513
40115	32179
40117	30823
40119	32356
40121	33191
40123	34445
40125	33366
40127	28790
40129	36470
40131	36826
40133	30602
40135	27649
40137	38344
40139	34214
40141	24853
40143	46804
40145	33686
40147	44131
40149	31487
40151	35404
40153	41287
41000	37527
41001	30608
41003	38677
41005	45915
41007	35021
41009	33907
41011	32443
41013	30496
41015	31907
41017	37084
41019	31222
41021	36126
41023	30473
41025	28862
41027	35441
41029	34602
41031	27875
41033	30103
41035	29961
41037	32193
41039	34561
41041	34228
41043	30083
41045	24892
41047	33841
41049	38029
41051	41658
41053	31437
41055	55157
41057	34194
41059	30701
41061	32033
41063	34098
41065	34878
41067	42639
41069	28780
41071	33980
42000	42291
42001	33360
42003	48812
42005	34094
42007	38025
42009	31564
42011	37675
42013	34511
42015	33462
42017	54609
42019	43876
42021	32810
42023	33642
42025	32394
42027	35347
42029	59467
42031	32931
42033	32181
42035	31912
42037	31025
42039	31485
42041	42552
42043	41067
42045	49795
42047	36472
42049	34721
42051	33527
42053	24014
42055	34277
42057	31808
42059	35499
42061	29108
42063	34613
42065	32959
42067	31385
42069	38171
42071	37535
42073	33475
42075	38489
42077	40890
42079	36441
42081	35283
42083	34171
42085	33136
42087	30017
42089	31566
42091	64718
42093	41632
